Class , z , b , c , H , Mem , Runs , Th , FP% , MinB , MaxB , AvgB , MinL , MaxL , AvgL , MinTime , MaxTime , AvgTime , MinHops , MaxHops , AvgHops ,
PacketMinSketch ,  2 ,  4 ,  1 ,  1 ,  2.0  ,  3000000 ,  1 ,  99.8985333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  3 ,  4 ,  1 ,  1 ,  3.0  ,  3000000 ,  1 ,  95.9500333333  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  4 ,  4 ,  1 ,  1 ,  4.0  ,  3000000 ,  1 ,  78.7303  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  5 ,  4 ,  1 ,  1 ,  5.0  ,  3000000 ,  1 ,  53.3219  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  6 ,  4 ,  1 ,  1 ,  6.0  ,  3000000 ,  1 ,  31.4023666667  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  7 ,  4 ,  1 ,  1 ,  7.0  ,  3000000 ,  1 ,  17.1474  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  8 ,  4 ,  1 ,  1 ,  8.0  ,  3000000 ,  1 ,  8.9635  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
PacketMinSketch ,  9 ,  4 ,  1 ,  1 ,  9.0  ,  3000000 ,  1 ,  4.5734  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,  --  ,
