1, 2
1, 4
1, 13
2, 4
3, 4
3, 5
3, 13
3, 11
3, 6
4, 5
4, 10
4, 8
4, 11
4, 13
4, 6
6, 8
6, 10
6, 13
7, 9
7, 11
8, 11
8, 10
8, 14
8, 20
8, 21
8, 23
8, 24
8, 12
9, 11
9, 12
10, 13
10, 14
12, 24
13, 15
13, 16
13, 14
14, 15
14, 20
14, 21
15, 17
15, 16
15, 20
16, 18
16, 17
17, 25
18, 19
18, 21
19, 21
20, 21
21, 22
22, 23
22, 24
23, 24


